id,abb,info,geb,tod,sex,gebOrt,todOrt
13488,F,Marschall von Pappenheim; Konrad (1534–1603); Trabantenhauptmann,1534,1603,m,Rothenstein im Allgäu,Tübingen
13489,NULL,Losenstein; Georg Theodemar (1595–1624); Kämmerer,1595,1624,m,Gschwendt an der Krems,
13490,NULL,Rappach; Christoph (1430–1485),1430,1485,m,,
13491,NULL,Rappach; Johann (1470–1513),1470,1513,m,,
13492,NULL,Rappach; Christoph (1500–1551),1500,1551,m,,
13493,NULL,Rappach; Christoph (1540–    ),1540,,m,,
13494,NULL,Rappach; Christoph (1580–    ),1580,,m,,
13495,NULL,Rappach; Felizitas (1575–1645),1575,1645,w,,
13496,NULL,Rappach; Katharina (1545–    ),1545,,w,,
13497,F,Rappach; Magdalena (1542–1562),1542,1562,w,,Wien:Minoritenkirche
13498,NULL,Kolowrat; Jaroslaus (1577–1626),1577,1626,m,Altsattler Bürgel,
13499,NULL,Arco; Anna (1550–1570),1550,1570,w,,Trentschin im Waagtal
13500,P,Habsburg; Maria (1505–1558); Königin von Ungarn,1505,1558,w,Mechelen,Cigales
13501,NULL,Strasoldo; Karl (1565–    ); Kämmerer,1565,,m,Cervignano del Friuli,
13502,NULL,Strasoldo; Martin (1570–1643); Kämmerer,1570,1643,m,Cervignano del Friuli,
13503,S,Strasoldo; Orpheus (1580–1649); Kämmerer,1580,1649,m,Cervignano del Friuli,Laibach
13504,NULL,Strasoldo; Weikhard (1590–1631); Kämmerer,1590,1631,m,Cervignano del Friuli,Breitenfeld im Lindenthal
13505,S,Strasoldo; Bartlome (1620–1647),1620,1647,m,,Iglau in Mähren
13506,NULL,Boccapianola; Franz (1585–1648); Kämmerer,1585,1648,m,Neapel,
13507,NULL,Collalto; Vinciguerra (1440–1481),1440,1481,m,Collalto,
13508,NULL,Collalto; Anton (1475–1528),1475,1528,m,San Salvatore di Collalto,
13509,NULL,Collalto; Reimbald (1506–1576),1506,1576,m,San Salvatore di Collalto,
13510,NULL,Collalto; Anton (1548–1619),1548,1619,m,San Salvatore di Collalto,
13511,NULL,Collalto; Niklas (1478–1546),1478,1546,m,San Salvatore di Collalto,
13512,NULL,Collalto; Scipio (1506–1567),1506,1567,m,San Salvatore di Collalto,
13513,NULL,Collalto; Hannibal (1536–1607),1536,1607,m,San Salvatore di Collalto,
13514,NULL,Collalto; Klaudius (1583–1617); Kämmerer,1583,1617,m,San Salvatore di Collalto,
13515,NULL,Collalto; Oktavian (1585–1636); Kämmerer,1585,1636,m,San Salvatore di Collalto,
13516,NULL,Collalto; Hannibal (1615–1658),1615,1658,m,San Salvatore di Collalto,
13517,NULL,Collalto; Johann Baptist (1510–    ),1510,,m,San Salvatore di Collalto,
13518,NULL,Collalto; Tolbrecht (1540–    ),1540,,m,San Salvatore di Collalto,
13519,P,Hohenems; Mark Sittich (1466–1533),1466,1533,m,Hohenems,Bregenz
13520,P,Hohenems; Jakob (1470–1512),1470,1512,m,Hohenems,Ravenna
13521,NULL,Hohenems; Markward (1495–1523),1495,1523,m,Hohenems,
13522,S,Hohenems; Mark Sittich (1521–1565),1521,1565,m,Hohenems,
13523,NULL,Hohenems; Franz Wilhelm (1654–1691); Truchsess,1654,1691,m,Hohenems,Wardein an der Donau
13524,NULL,Hohenems; Ferdinand Karl (1650–1686); Kämmerer,1650,1686,m,Hohenems,Kemnat im Allgäu
13525,NULL,Hohenems; Margarita (1536–1592),1536,1592,w,Mailand,Trient
13526,NULL,Traun; Johann Christoph (1598–1654); Kämmerer,1598,1654,m,Maissau,Wien
13527,P,Lodron; Anna (1495–1556),1495,1556,w,,
13528,NULL,Collalto; Jakob (1542–1621); Mundschenk,1542,1621,m,San Salvatore di Collalto,
13529,NULL,Medici di Marignano; Bernhard (1465–1519),1465,1519,m,Mailand,Mailand
13530,P,Medici di Marignano; Johann Angel (1499–1565); Papst Pius IV.,1499,1565,m,Mailand,Rom
13531,NULL,Medici di Marignano; Klara (1510–1560),1510,1560,w,Mailand,
13532,NULL,Medici; Angela (1608–1636),1608,1636,w,Florenz,Rom
13533,F,Medici di Marignano; Johann Jakob (1498–1555),1498,1555,m,Mailand,Mailand
13534,NULL,Medici di Marignano; August (1501–1570),1501,1570,m,Mailand,Frascarolo
13535,NULL,Medici di Marignano; Johann Jakob (1558–1599),1558,1599,m,Melegnano,Mailand
13536,NULL,Medici di Marignano; Margarita (1515–    ),1515,,w,,
13537,NULL,Gonzaga; Friedrich (1580–1630); Markgraf von Luzzara,1580,1630,m,,
13538,NULL,Gonzaga; Eleonora (1607–1665),1607,1665,w,,
13539,NULL,Collalto; Juliana (1623–1647),1623,1647,w,,
13540,NULL,Capece Galeota; Marius (1580–    ); Kämmerer,1580,,m,Neapel,
13541,NULL,Borromeo; Hortensia (1550–1578),1550,1578,w,Arona am Lago Maggiore,Hohenems
13542,NULL,Bracciolini; Julian (1570–    ),1570,,m,Pistoia,
13543,S,Bracciolini; Johann Baptist (1600–1650); Kämmerer,1600,1650,m,Nürnberg,
13544,NULL,Bracciolini; Franz Kosmas (1605–    ); Kämmerer,1605,,m,Nürnberg,
13545,S,Capece Galeota; Foppe (1579–1645),1579,1645,m,Neapel,Foggia
13546,S,Fieschi; Haug (1600–1675); Kämmerer,1600,1675,m,Lavagna,Genova
13547,NULL,Spinola; Maria (1608–1649),1608,1649,w,Genova,
13548,NULL,Nogarola; Fabriz (1588–    ); Kämmerer,1588,,m,Spaur auf dem Nonsberg,
13549,NULL,Ajazza; Lorenz (1590–1634); Kämmerer,1590,1634,m,Vercelli,Nördlingen im Ries
13550,P,Habsburg; Christina (1574–1621); Fürstin von Siebenbürgen,1574,1621,w,Graz,Hall in Tirol
13551,NULL,Castiglioni; Alexander (1520–1574),1520,1574,m,Garlasco,
13552,NULL,Castiglioni; Pompei (1550–1603),1550,1603,m,Garlasco,
13553,NULL,Castiglioni; Alfons (1545–1607),1545,1607,m,Garlasco,
13554,NULL,Castiglioni; Manfred (1570–1635),1570,1635,m,Garlasco,
13555,NULL,Castiglioni; Ferdinand (1595–1635); Kämmerer,1595,1635,m,Garlasco,
13556,NULL,Gonzaga; Prosper (1554–1614); Markgraf von Luzzara,1554,1614,m,,Mantova
13557,NULL,Gonzaga; Ludwig (1587–1633); Bischof von Alba,1587,1633,m,,
13558,NULL,Gonzaga; Galeas (1590–    ); Mundschenk,1590,,m,,
13559,NULL,Gonzaga; Vinzenz (1595–    ); Edelknabe,1595,,m,,
13560,NULL,Gonzaga; Alfons (1596–1659); Kämmerer,1596,1659,m,San Martino dall’Argine,San Martino dall’Argine
13561,NULL,Gonzaga; Friedrich (1598–    ); Kämmerer,1598,,m,San Martino dall’Argine,
13562,NULL,Gonzaga; Kamil (1600–1658); Kämmerer,1600,1658,m,San Martino dall’Argine,Split
13563,NULL,Gonzaga; Johann Franz (1488–1524); Markgraf von Luzzara,1488,1524,m,Luzzara,Mantova
13564,NULL,Gonzaga; Maximilian (1513–1578); Markgraf von Luzzara,1513,1578,m,,Mantova
13565,P,Gonzaga; Johann (1474–1525); Fürst von Vescovado,1474,1525,m,Mantova,Mantova
13566,NULL,Gonzaga; Siegmund (1499–1530); Fürst von Vescovado,1499,1530,m,,
13567,P,Gonzaga; Siegmund (1530–1567); Fürst von Vescovado,1530,1567,m,,Mantova
13568,P,Gonzaga; Karl (1551–1614); Fürst von Vescovado,1551,1614,m,Vescovado,Siena
13569,NULL,Gonzaga; Franz (1593–1636); Fürst von Vescovado,1593,1636,m,,
13570,NULL,Gonzaga; Siegmund (1625–1694); Fürst von Vescovado,1625,1694,m,,Mantova
13571,NULL,Spinola; Stephan (1460–    ),1460,,m,Genova,
13572,NULL,Spinola; Ambros (1500–    ),1500,,m,Genova,
13573,NULL,Spinola; Philipp (1530–1585),1530,1585,m,Genova,
13574,NULL,Spinola; Hieronym (1490–    ),1490,,m,Genova,
13575,NULL,Spinola; Christoph (1525–1569),1525,1569,m,Genova,
13576,NULL,Spinola; Andreas (1562–1641); Herzog von Genua,1562,1641,m,Genova,Genova
13577,S,Spinola; Philipp (1594–1659),1594,1659,m,Genova,Madrid
13578,S,Spinola; Paul (1632–1699),1632,1699,m,Mailand,Madrid
13579,NULL,Spinola; Albrecht (1580–1618),1580,1618,m,Bruay in Artesien,
13580,NULL,Molza; Furius (1530–1591),1530,1591,m,Modena,
13581,NULL,Rangoni; Julius (1585–1639),1585,1639,m,Modena,Moncalieri
13582,NULL,Ariberti; Johann Baptist (1612–1707); Kämmerer,1612,1707,m,Cremona,Cremona
13583,NULL,Bertucci; Franz Anton (1560–1627),1560,1627,m,Lesina,
13584,NULL,Sacchetti; Johann Baptist (1540–1620),1540,1620,m,Florenz,Rom
13585,P,Sacchetti; Julius (1587–1663),1587,1663,m,Rom,Rom
13586,NULL,Sacchetti; Alexander (1589–1648); Kämmerer,1589,1648,m,Rom,
13587,P,Rovere; Stephan (1570–1638); Kämmerer,1570,1638,m,Messina,Sankt Veit am Flaum
13588,NULL,Carretto; Johann Baptist (1559–1616),1559,1616,m,,
13589,NULL,Carretto; Oktavian (1590–1659); Kämmerer,1590,1659,m,,
13590,NULL,Gaetani; Gregor (1603–1634); Kämmerer,1603,1634,m,Rom,Rom
13591,NULL,Wolkenstein; Karl (1572–1626); Kämmerer,1572,1626,m,Trostburg am Eisack,
13592,NULL,Spinola; Gottlieb (1280–    ),1280,,m,Genova,
13593,NULL,Spinola; Niklas (1310–    ),1310,,m,Genova,
13594,NULL,Spinola; Imperiale (1340–    ),1340,,m,Genova,
13595,NULL,Spinola; Niklas (1370–    ),1370,,m,Genova,
13596,NULL,Spinola; Damian (1400–    ),1400,,m,Genova,
13597,NULL,Cardona; Anton (1500–1555); Obersthofmeister,1500,1555,m,Cardona,Wien
13598,NULL,Sparr; Ernst Georg (1602–1666); Kämmerer,1602,1666,m,Eberswalde an der Finow,Berlin
13599,S,Sparr; Otto Christoph (1605–1668),1605,1668,m,Lichterfelde,Prenden
13600,S,Habsburg; Albrecht II. (1397–1439); König des Heiligen Römischen Reiches,1397,1439,m,Wien,Langendorf an der Donau
13601,S,Schulze von Schwanensee; Tobias (1565–1620),1565,1620,m,Oschatz,Breslau
13602,NULL,Kollonitz; Johanna (1565–    ),1565,,w,Schleinitz in der Krain,
13603,NULL,Walther von Walthersweil; Bernhard (1516–1584),1516,1584,m,Leipzig,Graz
13604,S,Walther von Walthersweil; Bernhard (1555–1624); Oberstkämmerer,1555,1624,m,Wien,Judenburg im Murtal
13605,NULL,Walther von Walthersweil; Stephan (1550–    ),1550,,m,Wien,
13606,NULL,Walther von Walthersweil; Jobst (1435–1510),1435,1510,m,Memmingen,Lindau im Bodensee
13607,NULL,Walther von Walthersweil; Hieronym (1475–1549),1475,1549,m,Lindau im Bodensee,
13608,NULL,Walther von Walthersweil; Jobst (1515–1576),1515,1576,m,Leipzig,Madrid
13609,NULL,Walther von Walthersweil; Hieronym (1500–1560),1500,1560,m,Leipzig,Joachimsthal im Erzgebirge
13610,NULL,Walther von Walthersweil; Hieronym (1557–1610); Kämmerer,1557,1610,m,Madrid,Brüssel
13611,NULL,Walther von Walthersweil; Wolfgang (1591–1644),1591,1644,m,,Münster in Westfalen
13612,NULL,Walther von Walthersweil; Erhard (1525–1568),1525,1568,m,Leipzig,Wien
13613,NULL,Walther von Walthersweil; Longin (1560–1624); Hofkriegsrat,1560,1624,m,Wien,Salzburg
13615,NULL,Walther von Walthersweil; Erhard (1590–1666),1590,1666,m,,
13616,NULL,Walther von Walthersweil; Maria (1590–    ),1590,,w,,
13617,NULL,Walther von Walthersweil; Jobst (1390–1450),1390,1450,m,,Memmingen
13618,NULL,Walther von Walthersweil; Bernhard (1440–1504),1440,1504,m,Memmingen,Nürnberg
13619,NULL,Walther von Walthersweil; Georg (1520–1582),1520,1582,m,Leipzig,Wien
13620,NULL,Lodron; Philipp Jakob (1596–1671),1596,1671,m,,
13621,NULL,Lodron; Dorothea (1619–1666),1619,1666,w,,Kromau in Mähren
13622,NULL,Lodron; Zäzilia (1622–1658),1622,1658,w,,
13623,NULL,Lodron; Theresia (1625–1675),1625,1675,w,,
13624,NULL,Arco; Elisabeth (1607–1632),1607,1632,w,,
13625,NULL,Arco; Olivia (1610–1634),1610,1634,w,,Passau
13626,NULL,Lodron; Paris (1620–1693),1620,1693,m,,
13627,NULL,Lodron; Ferdinand Philipp (1660–    ); Kämmerer,1660,,m,,
13628,NULL,Serbelloni; Friedrich (1629–1667),1629,1667,m,Mailand,Innsbruck
13629,S,Jessen; Johann (1566–1621); Hofarzt,1566,1621,m,Breslau,Prag
13630,NULL,Wratislaw von Mitrowitz; Adam Leopold (1608–1658),1608,1658,m,,
13631,NULL,Wratislaw von Mitrowitz; Wenzel Ignaz (1645–1727),1645,1727,m,,
13632,NULL,Wratislaw von Mitrowitz; Katharina Barbara (1640–    ),1640,,w,,
13633,S,Jankovich von Pribér; Johann (1600–1654),1600,1654,m,,Limbach an der Mur
13634,NULL,Mikulich von Brukonovcz; Eva (1615–1663),1615,1663,w,,
13635,NULL,Wolski; Stenzel (1523–1566),1523,1566,m,Podhajce,Warszawa
13636,S,Wolski; Niklas (1553–1630); Mundschenk,1553,1630,m,Podhajce,Przemyśl
13637,NULL,Würben; Elisabeth (1590–    ),1590,,w,,
13638,S,Przehorzowsky von Quassejowitz; Franz Karl (1645–1723); Statthalter von Böhmen,1645,1723,m,,Prag
13639,NULL,Blarer von Wartensee; Sabina (    –1586),,1586,w,,
13640,P,Herberstein; Ruprecht (1545–1612); Oberststallmeister,1545,1612,m,,Sierndorf in der Stockerau
13641,NULL,Herberstein; Leonhard (1581–    ); Kämmerer,1581,,m,,
13642,NULL,Herberstein; Johann Wilhelm (1590–1659); Kämmerer,1590,1659,m,Windenau an der Drau,
13643,NULL,Herberstein; Ferdinand (1582–1637); Kämmerer,1582,1637,m,,
13644,NULL,Herberstein; Gotthard (1590–    ); Kämmerer,1590,,m,,
13645,NULL,Arco; Vinciguerra (1490–1547),1490,1547,m,,
13646,NULL,Arco; Vinciguerra (1535–1594),1535,1594,m,,
13647,NULL,Arco; Oliver (1540–1586),1540,1586,m,,
13648,NULL,Arco; Judith (1568–1639),1568,1639,w,,
13649,NULL,Arco; Margarita (1565–1620),1565,1620,w,,
13650,S,Geizkofler von Reifenegg; Zacharias (1560–1617); Reichspfennigmeister,1560,1617,m,Brixen am Eisack,Prag
13651,S,Althan; Michael Johann (1679–1722); Kämmerer,1679,1722,m,Jaroslavice in Mähren,Wien
13652,P,Hohenems; Mark Sittich (1533–1595); Bischof von Konstanz,1533,1595,m,Hohenems,Rom
13653,F,Hohenems; Ruprecht (1566–1586),1566,1586,m,Rom,Rom
13654,NULL,Hohenems; Johann Angel (1587–1620),1587,1620,m,Rom,Rom
13655,NULL,Hohenems; Peter (1607–1691); Kämmerer,1607,1691,m,Rom,Rom
13656,NULL,Thanrädl; Andreas (1572–1625),1572,1625,m,,Leipzig:Paulinerkirche
13657,NULL,Thanrädl; Balthasar (1584–1638),1584,1638,m,,Oedenburg
13658,NULL,Thanrädl; Georg (1611–1665),1611,1665,m,,Regensburg
13659,NULL,Manteuffel genannt Szöge; Eberhard (1590–1637); Kämmerer,1590,1637,m,Katzdangen in Kurland,Königsberg im Eulengebirge
13660,S,Unverzagt; Georg (1515–1598),1515,1598,m,,Wien
13661,P,Oldenburg; Adolf (1600–1631); Kämmerer,1600,1631,m,Gottorf,Eilenburg
13662,NULL,Manderscheid; Ferdinand Ludwig (1613–1671); Kämmerer,1613,1671,m,Gerolstein in der Vulkaneifel,
13663,NULL,Unverzagt; Wolfgang (1545–1605); Hofkammerpräsident,1545,1605,m,,Prag
13664,NULL,Unverzagt; Maria Magdalena (1570–    ),1570,,w,,
13665,S,Unverzagt; Johann Christoph (1575–1627),1575,1627,m,,
13666,NULL,Unverzagt; Wolfgang Christoph (1600–1657); Kämmerer,1600,1657,m,Wien,Wien
13667,NULL,Unverzagt; Johann Wolfgang (1603–1636),1603,1636,m,Wien,Wien:Schottenkirche
13668,NULL,Unverzagt; Maria Elisabeth (1615–1679),1615,1679,w,Wien,Krems an der Donau
13669,NULL,Unverzagt; Klara Maximiliana (1623–1668),1623,1668,w,Wien,Wien:Franziskanerkirche
13670,NULL,Teufel von Guntersdorf; Matthias (1485–1552),1485,1552,m,,Winzendorf am Steinfeld:Pfarrkirche
13671,NULL,Teufel von Guntersdorf; Erasam (1515–1552),1515,1552,m,,Konstantinopel
13672,NULL,Teufel von Guntersdorf; Christoph (1514–1570),1514,1570,m,,Winzendorf am Steinfeld:Pfarrkirche
13673,P,Teufel von Guntersdorf; Georg Christoph (1558–1608),1558,1608,m,,Winzendorf am Steinfeld:Pfarrkirche
13674,NULL,Teufel von Guntersdorf; Wolfgang Matthias (1569–1587),1569,1587,m,,Krakau
13675,NULL,Payr von Kaldiff; Peter (1530–    ); Stäbelmeister,1530,,m,Neumarkt in Südtirol,
13676,NULL,Ungnad von Weissenwolff; Ludwig (1526–1584); Obersthofmarschall,1526,1584,m,Sonnegg im Jauntal,Klagenfurt am Wörthersee
13677,NULL,Ungnad von Weissenwolff; Christoph (1527–1587); Ban von Kroatien,1527,1587,m,Sonnegg im Jauntal,Erlau
13678,NULL,Ungnad von Weissenwolff; Karl (1540–1599),1540,1599,m,Sonnegg im Jauntal,Gastein im Pongau
13679,NULL,Ungnad von Weissenwolff; Simon (1545–1603),1545,1603,m,Sonnegg im Jauntal,Waldenstein im Lavanttal
13680,NULL,Teuffenbach; Jakob (1475–1538),1475,1538,m,,Teufenbach im Murtal:Pfarrkirche
13681,F,Teuffenbach; Franz (1516–1579),1516,1579,m,,Sauerbrunn im Murtal
13682,NULL,Teuffenbach; Karl (1560–1610),1560,1610,m,,
13683,NULL,Manndorff; Johann (1480–1535),1480,1535,m,,Spittal an der Drau
13684,NULL,Manndorff; Elisabeth (1519–1541),1519,1541,w,Ortenburg in Kärnten,Neustadt im Steinfeld
13685,NULL,Trauttmansdorff; Georg Christoph (1596–1659); Kämmerer,1596,1659,m,,
13686,NULL,Herberstein; Wilhelm (1525–1557); Kämmerer,1525,1557,m,,
13687,NULL,Arco; Gerhard (1611–1655); Kämmerer,1611,1655,m,,
13688,NULL,Arco; Maria (1565–1607),1565,1607,w,Arco in Tirol,Weitra im Waldviertel
13689,NULL,Arco; Niklas (1550–1595); Kämmerer,1550,1595,m,Arco in Tirol,
13690,M,Ampringen; Johann Kaspar (1619–1684); Kämmerer,1619,1684,m,Kirchhofen im Breisgau,Breslau
13691,NULL,Dietrichstein; Erasam (1556–1583); Truchsess,1556,1583,m,Hollenburg an der Drau,
13692,NULL,Attems; Ludwig (1523–1584),1523,1584,m,Görz,
13693,NULL,Hofmann von Grünbühel; Johann Friedrich (1562–1617); Reichshofrat,1562,1617,m,Strechau,
13694,P,Zichy; Paul (1640–1684); Kämmerer,1640,1684,m,Weißbrunn in Ungarn,
13695,P,Losenstein; Johann Wilhelm (1546–1601); Obersthofmarschall,1546,1601,m,Schallaburg,Loosdorf
13696,NULL,Rogendorf; Christoph (1510–    ),1510,,m,Pöggstall im Waldviertel,
13697,NULL,Thun; Johann Jakob (1607–    ),1607,,m,,
13698,NULL,Thun; Maria (1609–1656),1609,1656,w,,
13699,NULL,Thun; Maximilian (1610–1643),1610,1643,m,,
13700,P,Habsburg; Lassel (1440–1457); König von Ungarn,1440,1457,m,Komorn an der Donau,Prag
13701,M,Piastowicz; Joachim Friedrich (1550–1602); Herzog in Schlesien,1550,1602,m,Brieg,Brieg
13702,NULL,Piastowicz; Barbara Agnes (1593–1631),1593,1631,w,Ohlau,Kemnitz im Riesengebirge
13703,NULL,Schwendi von Hohenlandsberg; Wilhelm (1440–1506),1440,1506,m,,
13704,NULL,Schwendi von Hohenlandsberg; Wilhelm (1470–1522),1470,1522,m,,
13705,NULL,Schwendi von Hohenlandsberg; Wilhelm (1500–1558),1500,1558,m,,
13706,NULL,Schwendi von Hohenlandsberg; Karl (1530–1589); Reichshofrat,1530,1589,m,,
13707,NULL,Schwendi von Hohenlandsberg; Rudland (1480–1525),1480,1525,m,,Ulm an der Donau
13708,F,Schwendi von Hohenlandsberg; Lazar (1522–1583),1522,1583,m,Biberach am Rotbach,Kirchhofen im Breisgau
13709,M,Piastowicz; Johann Christian (1591–1639); Herzog in Schlesien,1591,1639,m,Ohlau,Osterode in Preußen
13710,M,Piastowicz; Georg Rudolf (1595–1653); Herzog in Schlesien,1595,1653,m,Ohlau,Breslau
13711,NULL,Welz; Konrad (1320–1371),1320,1371,m,Feistritz im Katschtal,
13712,NULL,Welz; Wolfgang (1360–1416),1360,1416,m,Feistritz im Katschtal,
13713,NULL,Welz; Konrad (1410–1478),1410,1478,m,,
13714,NULL,Welz; Johann (1365–1429),1365,1429,m,Feistritz im Katschtal,
13715,NULL,Welz; Johann (1410–1491),1410,1491,m,Feistritz im Katschtal,
13716,NULL,Welz; Ruprecht (1460–1525),1460,1525,m,Feistritz im Katschtal,Schladming
13717,NULL,Welz; Johann (1500–1557); Landeshauptmann von Krain,1500,1557,m,Spiegelfeld im Mürztal,Laibach
13718,NULL,Welz; Ruprecht (1530–1574); Oberstjägermeister,1530,1574,m,Spiegelfeld im Mürztal,
13719,NULL,Welz; Ehrenreich (1560–1606),1560,1606,m,Spiegelfeld im Mürztal,
13720,NULL,Welz; Gotthard (1588–1630); Truchsess,1588,1630,m,,
13721,S,Welz; Johann Felix (1623–1659),1623,1659,m,,
13722,NULL,Welz; Gotthard Helfried (1654–1724); Kämmerer,1654,1724,m,,
13723,NULL,Welz; Georg Ruprecht (1565–1602),1565,1602,m,Spiegelfeld im Mürztal,Kapfenberg
13724,NULL,Welz; Johann (1566–    ),1566,,m,Spiegelfeld im Mürztal,
13725,S,Welz; Bernhard (1573–1636),1573,1636,m,Spiegelfeld im Mürztal,Neustadt im Steinfeld
13726,NULL,Welz; Christoph Reinprecht (1540–1577); Mundschenk,1540,1577,m,Spiegelfeld im Mürztal,
13727,NULL,Welz; Anna (1570–    ),1570,,w,Spiegelfeld im Mürztal,
13728,NULL,Salamanca; Bernhard (1560–1614); Kämmerer,1560,1614,m,Ortenburg in Kärnten,
13729,NULL,Salamanca; Ferdinand (1580–1616); Kämmerer,1580,1616,m,Ortenburg in Kärnten,
13730,NULL,Teufel von Guntersdorf; Karl (1556–1634); Kämmerer,1556,1634,m,Guntersdorf im Weinviertel,
13731,NULL,Teufel von Guntersdorf; Barbara (1593–1634),1593,1634,w,Guntersdorf im Weinviertel,
13732,NULL,Buttlar; Gotthard Wilhelm (1600–1660); Kämmerer,1600,1660,m,Goldingen in Kurland,
13733,P,Enckevoirth; Hadrian (1603–1663); Kämmerer,1603,1663,m,Diest in Brabant,Ledeč an der Sasau
13734,NULL,Enckevoirth; Ferdinand (1645–1710); Kämmerer,1645,1710,m,,Grafenegg im Weinviertel
13735,NULL,Hohenems; Maria Franziska (1649–1705),1649,1705,w,Hohenems,Grafenegg im Weinviertel
13736,F,Schwendi von Hohenlandsberg; Wilhelm (1557–1609),1557,1609,m,,Kientzheim im Elsass
13737,NULL,Czeika von Olbramowitz; Johann (1560–1623),1560,1623,m,Kolin an der Elbe,Brünn in Mähren
13738,NULL,Czeika von Olbramowitz; Georg (1590–1618); Truchsess,1590,1618,m,Kolin an der Elbe,
13739,NULL,Welz; Anna Maria (1525–1565),1525,1565,w,,Graz
13740,NULL,Attems; Johann Jakob (1592–1668); Kämmerer,1592,1668,m,Gradisch an der Isnitz,Tanzenberg
13741,NULL,Thun; Kaspar (    –    ),,,m,,
13742,NULL,Thun; Rudland (    –    ),,,m,,
13743,NULL,Thun; Christoph (    –    ),,,m,,
13744,NULL,Thun; Dorothea (    –    ),,,w,,
13745,NULL,Thun; Maximilian (1638–1701); Kämmerer,1638,1701,m,,Prag
13746,NULL,Thun; Johanna Katharina (1635–1688),1635,1688,w,,
13747,NULL,Thun; Anna Magdalena (1633–1702),1633,1702,w,,Salzburg
13748,NULL,Thun; Franz Siegmund (1639–1702); Kämmerer,1639,1702,m,Prag,Livorno
13749,NULL,Thun; Romed Konstantin (1641–1700); Kämmerer,1641,1700,m,Prag,Salzburg
13750,S,Thun; Johann Ernst (1643–1709); Erzbischof von Salzburg,1643,1709,m,Prag,Salzburg
13751,NULL,Leyen von Argenschwang; Philipp Niklas (1600–1656); Kämmerer,1600,1656,m,Argenschwang,
